"","Original_taxa"
"5898","Ipomoeae"
"5899","Asteraceae III"
"5900","Asteraceae II"
"5901","Cyperacaea"
"5902","Bergia"
"5903","Indetermine 2"
"5904","Crossopteryx-type febrifuga"
"5905","Olea lapperrinei"
"5906","Indetermine 1"
"5907","Indetermine 3"
"5908","cf. Urginea"
"5909","Harungana madagascariensis-type"
"5910","Gargdenia"
"5911","Baphia"
"5912","Gargdenia imperialis"
"5913","Ammania-type"
"5914","Afzelia africana"
"5915","Cordia senegalensis"
"5916","Euphorbia hypercifolia-type"
"5917","Dypterigium"
"5918","Bauhinia rufescens-cf"
"5919","Justicia anselliana"
