Pollen_type_SM_morphological,Family,Genus,taxa,url_source,project_pi,project_pi_contact,whole_plant_height_m,seed_mass_mg,leaf_area_mm2,longest_whole_plant_longevity_years,plant_flowering_begin_month,plant_flowering_begin_date,leaf_dry_mass_g,leaf_life_span_months,leaf_nitrogen_content_per_leaf_dry_mass_mg_g_1,whole_plant_dispersal_syndrome,whole_plant_vegetative_phenology,whole_plant_growth_form_diversity,whole_plant_sexual_system,flower_pollination_syndrome,Leaf_dry_mass_per_area_g_mm_2,Try_dataset,Leaf_type,Try_reference
Lophira,Ochnaceae,Lophira,Lophira,http://datadryad.org/resource/doi:10.5061/dryad.51p4f; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Kleinschroth F; Zanne AE; Engemann, K",fritz.kln@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,2.423076923,,,,,,,,,,evergreen,Tree,,,,,,
Loranthaceae undif.,Loranthaceae,Loranthaceae,Loranthaceae,http://www.leda-traitbase.org/LEDAportal/; http://www.kew.org/data/sid ; http://www.ufz.de/biolflor/index.jsp; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Michael Kleyer; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Ingolf Kuhn; Cyrille Violle/Brian Enquist ; Zanne AE; Engemann, K",michael.kleyer@uni-oldenburg.de; sid@kew.org ; ingolf.kuehn@ufz.de; cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu; aezanne@gmail.com; engemann@bios.au.dk,0.65,50.13220833,,,4,,,,9.165,,evergreen,Tree_Parasite,,,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Loranthus,Loranthaceae,Loranthus,Loranthus,http://www.leda-traitbase.org/LEDAportal/; http://www.ufz.de/biolflor/index.jsp,Michael Kleyer; Ingolf Kuhn,michael.kleyer@uni-oldenburg.de; ingolf.kuehn@ufz.de,0.65,,,,4,,,,,,,,,,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Lotus t.,Fabaceae-Faboideae,Lotus,Lotus,http://ucjeps.berkeley.edu/EFT.html; http://datadryad.org/resource/doi:10.5061/dryad.r3n45; http://www.leda-traitbase.org/LEDAportal/; http://datadryad.org/resource/doi:10.5061/dryad.m88g7; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"J. P. Grime, J. G. Hodgson and R. Hunt; D.D. Ackerly; Price CA; Steven Travers; Michael Kleyer; Marx HE; Zanne AE; Engemann, K",j.p.grime@sheffield.ac.uk; dackerly@berkeley.edu; charles.price@uwa.edu.au; steven.travers@ndsu.edu; michael.kleyer@uni-oldenburg.de; h.marx.h@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,0.227418919,1.505370333,50867.61124,,,6,0.00842731,2,24.8818653,,deciduous,Herb,,,1.66E-07,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Luffa,Curcubitaceae,Luffa,Luffa,http://www.kew.org/data/sid ; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Engemann, K",sid@kew.org ; engemann@bios.au.dk,,79.27777778,,,,,,,,,,Herb_Liana,,,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Lycium,Solanaceae,Lycium,Lycium,http://www.leda-traitbase.org/LEDAportal/; http://www.kew.org/data/sid ; http://www.leda-traitbase.org/LEDAportal/; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; doi: 10.1111/j.1469-8137.2005.01530.x; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Michael Kleyer; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; K. Thompson; Angela Moles; Bezeng BS; J. Fang; Zanne AE; Engemann, K",michael.kleyer@uni-oldenburg.de; sid@kew.org ; ken.thompson@sheffield.ac.uk; a.moles@unsw.edu.au; bezengsimmy@gmail.com; jyfang@urban.pku.edu.cn; aezanne@gmail.com; engemann@bios.au.dk,2.090909091,1.47552581,1310.875,72,6.5,,0.066368333,,35.36666667,biotic,deciduous,Shrub,Hermaphrodite,biotic,5.06E-05,,,
Lysimachia,Primulaceae,Glaux,Lysimachia,http://www.kew.org/data/sid ; http://www.leda-traitbase.org/LEDAportal/; http://www.leda-traitbase.org/LEDAportal/; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; K. Thompson; Steven Travers; Michael Kleyer; Engemann, K",sid@kew.org ; ken.thompson@sheffield.ac.uk; steven.travers@ndsu.edu; michael.kleyer@uni-oldenburg.de; engemann@bios.au.dk,0.593410256,0.748445579,1277.12514,,,6.391304348,0.050085192,,,,,Herb,,,3.92E-05,,,
Lythraceae undif.,Lythraceae,Lythraceae,Lythraceae,http://datadryad.org/resource/doi:10.5061/dryad.p3057; http://www.kew.org/data/sid ; http://www.leda-traitbase.org/LEDAportal/; http://www.leda-traitbase.org/LEDAportal/; http://datadryad.org/resource/doi:10.5061/dryad.j42m7.2; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Dost√°l P; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; D.K. Kunzmann; Angela Moles; Steven Travers; Michael Kleyer; Maire V; Bezeng BS; Zanne AE; Engemann, K",petr.dostal@ibot.cas.cz; sid@kew.org ; dkunzmann@gmx.de; a.moles@unsw.edu.au; steven.travers@ndsu.edu; michael.kleyer@uni-oldenburg.de; vmaire@gmail.com; bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,8.733988793,40.2174359,894.375,1,,7.052631579,0.047029183,,21,biotic,deciduous,Herb_Non-woody epiphyte_Tree_Shrub,Hermaphrodite,biotic,5.26E-05,,,
Lythrum,Lythraceae,Lythrum,Lythrum,http://datadryad.org/resource/doi:10.5061/dryad.p3057; http://www.kew.org/data/sid ; http://www.leda-traitbase.org/LEDAportal/; http://www.leda-traitbase.org/LEDAportal/; http://datadryad.org/resource/doi:10.5061/dryad.j42m7.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Dost√°l P; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; D.K. Kunzmann; Angela Moles; Steven Travers; Michael Kleyer; Maire V; Engemann, K",petr.dostal@ibot.cas.cz; sid@kew.org ; dkunzmann@gmx.de; a.moles@unsw.edu.au; steven.travers@ndsu.edu; michael.kleyer@uni-oldenburg.de; vmaire@gmail.com; engemann@bios.au.dk,0.353038462,0.164217391,882.0625,1,,6.454545455,0.026569445,,21,,,Herb,,,3.01E-05,,,
Lythrum t.,Lytrhaceae,Lythrum,Lythrum,http://datadryad.org/resource/doi:10.5061/dryad.p3057; http://www.kew.org/data/sid ; http://www.leda-traitbase.org/LEDAportal/; http://www.leda-traitbase.org/LEDAportal/; http://datadryad.org/resource/doi:10.5061/dryad.j42m7.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Dost√°l P; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; D.K. Kunzmann; Angela Moles; Steven Travers; Michael Kleyer; Maire V; Engemann, K",petr.dostal@ibot.cas.cz; sid@kew.org ; dkunzmann@gmx.de; a.moles@unsw.edu.au; steven.travers@ndsu.edu; michael.kleyer@uni-oldenburg.de; vmaire@gmail.com; engemann@bios.au.dk,0.353038462,0.164217391,882.0625,1,,6.454545455,0.026569445,,21,,,Herb,,,3.01E-05,,,
MIOCENE POLLEN GRAIN,MIOCENE POLLEN GRAIN,Psilamonoletes,MIOCENE POLLEN GRAIN,,,,,,,,,,,,,,,,,,,,,
Macaranga,Euphorbiaceae,Macaranga,Macaranga,http://datadryad.org/resource/doi:10.5061/dryad.f2b52; http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.4b95c.2; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Ploton P; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; K.S. Murali; Szefer P; Zanne AE; Engemann, K",p.ploton@gmail.com; sid@kew.org ; szefer85@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,8.336961326,25.70875496,,,3,,,,20.66700897,,evergreen,Tree,,,,GLOPNET - Global Plant Trait Network Database,broad-leaved,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827."
Maerua,Capparidaceae,Maerua,Maerua,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Bezeng BS; Zanne AE; Engemann, K",bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,,,,,8,,,,,biotic,evergreen,Shrub,Hermaphrodite,biotic,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Maesa,Primulaceae-Myrsinoideae,Maesa,Maesa,http://datadryad.org/resource/doi:10.5061/dryad.7s7r1; http://datadryad.org/resource/doi:10.5061/dryad.r3n45; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6,"Osuri AM; Price CA; Zanne AE; Engemann, K; Bezeng BS",moanand@gmail.com; charles.price@uwa.edu.au; aezanne@gmail.com; engemann@bios.au.dk; bezengsimmy@gmail.com,3.875,,,,,,,14.4,11.01867015,,evergreen,Shrub,Hermaphrodite,biotic,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Mallotus,Euphorbiaceae,Mallotus,Mallotus,http://datadryad.org/resource/doi:10.5061/dryad.51p4f; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.4b95c.2; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Kleinschroth F; Bezeng BS; Szefer P; Zanne AE; Engemann, K",fritz.kln@gmail.com; bezengsimmy@gmail.com; szefer85@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,7.196162791,,,,11,,,,26.62285714,abiotic,evergreen,Tree,Dioecious,biotic,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Malva,Malvaceae-Malvoideae,Malva,Malva,http://www.leda-traitbase.org/LEDAportal/; http://www.kew.org/data/sid ; http://www.leda-traitbase.org/LEDAportal/; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Michael Kleyer; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Steendam; Steven Travers; Engemann, K",michael.kleyer@uni-oldenburg.de; sid@kew.org ; R.m.bekker@rug.nl; steven.travers@ndsu.edu; engemann@bios.au.dk,0.549404762,3.390432432,3982.753784,,,6.111111111,0.252036492,,,,,Herb,,,6.33E-05,,,
Malva undif.,Malvaceae-Malvoideae,Malvaceae,Malva,http://www.leda-traitbase.org/LEDAportal/; http://www.kew.org/data/sid ; http://www.leda-traitbase.org/LEDAportal/; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Michael Kleyer; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Steendam; Steven Travers; Engemann, K",michael.kleyer@uni-oldenburg.de; sid@kew.org ; R.m.bekker@rug.nl; steven.travers@ndsu.edu; engemann@bios.au.dk,0.549404762,3.390432432,3982.753784,,,6.111111111,0.252036492,,,,,Herb,,,6.33E-05,,,
Mangifera,Anacardiaceae,Mangifera,Mangifera,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Greg Reams; K.S. Murali; Bezeng BS; Zanne AE; Engemann, K",bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,11.85300331,17201.28571,,,3,,,,,biotic,evergreen,Tree,Hermaphrodite,biotic,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Manilkara,Sapotaceae,Manilkara,Manilkara,http://www.americanforests.org/resources/bigtrees/register.php; http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.ck585; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Bezeng BS; Balzotti CS; Zanne AE; Engemann, K",sid@kew.org ; bezengsimmy@gmail.com; cbalzotti@carnegiescience.edu; aezanne@gmail.com; engemann@bios.au.dk,13.3058,587.2299744,,,7.25,,,,17.04845515,biotic,evergreen,Tree,Hermaphrodite,biotic,,Categorical Plant Traits Database,broad-leaved,unpub.
Markhamia,Bignoniaceae,Markhamia,Markhamia,http://datadryad.org/resource/doi:10.5061/dryad.51p4f; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Kleinschroth F; Bezeng BS; Zanne AE; Engemann, K",fritz.kln@gmail.com; bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,10.78571429,,,,10,,,,,biotic,evergreen,Tree,Hermaphrodite,biotic,,,,
Matthiola,Brassicaceae,Matthiola,Matthiola,http://www.leda-traitbase.org/LEDAportal/; http://www.kew.org/data/sid ; http://www.leda-traitbase.org/LEDAportal/; http://www.ufz.de/biolflor/index.jsp; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Michael Kleyer; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; D.K. Kunzmann; Ingolf Kuhn; Engemann, K",michael.kleyer@uni-oldenburg.de; sid@kew.org ; dkunzmann@gmx.de; ingolf.kuehn@ufz.de; engemann@bios.au.dk,0.389285714,0.6556475,590,,4,,0.027716,,,,,Herb,,,4.70E-05,,,
Maytenus,Celastraceae,Maytenus,Maytenus,http://www.americanforests.org/resources/bigtrees/register.php; http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Dana Royer; Bezeng BS; Cyrille Violle/Brian Enquist ; Zanne AE; Engemann, K",sid@kew.org ; droyer@wesleyan.edu; bezengsimmy@gmail.com; cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu; aezanne@gmail.com; engemann@bios.au.dk,7.532936493,127.9893352,6957.75,,5.857142857,,,,22.12882842,abiotic,evergreen,Tree,Hermaphrodite,biotic,,Plant Traits from Fynbos Forests in the Cape Region,broad-leaved,"Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331ñ340 DOI:10.1016/j.ppees.2014.08.002"
Melastomataceae,Melastomataceae,Dissotis,Melastomataceae,http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.r3n45; http://datadryad.org/resource/doi:10.5061/dryad.j2r53; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Tim Killeen; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Chac√≥n E; Bezeng BS; Price CA; Uma√±a MN; Zanne AE; Engemann, K",sid@kew.org ; edchacon@gmail.com; bezengsimmy@gmail.com; charles.price@uwa.edu.au; maumana@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,4.512688849,1071.533452,16811.5727,,10,,1.342955102,8.5,19.14167982,biotic,evergreen,Herb,Hermaphrodite,biotic,7.99E-05,,,
Melhania,Malvaceae-Dombeyioideae,Melhania,Melhania,,,,,,,,,,,,,,,,,,,,,
Meliaceae undif.,Meliaceae,Azadirachta,Meliaceae,http://datadryad.org/resource/doi:10.5061/dryad.7s7r1; http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.m41f1; http://datadryad.org/resource/doi:10.5061/dryad.r3n45; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Osuri AM; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Chac√≥n E; Angela Moles; Bezeng BS; Grootemaat S; Price CA; Zanne AE; Engemann, K",moanand@gmail.com; sid@kew.org ; edchacon@gmail.com; a.moles@unsw.edu.au; bezengsimmy@gmail.com; saskia.grootemaat@mq.edu.au; charles.price@uwa.edu.au; aezanne@gmail.com; engemann@bios.au.dk,9.761388374,704.921018,12687.91972,258,6.222222222,,0.811,11.925,24.54168956,biotic,evergreen,Tree,Hermaphrodite,biotic,6.39E-05,,,
Menispermaceae undif.,Menispermaceae,Menispermaceae,Menispermaceae,http://datadryad.org/resource/doi:10.5061/dryad.51p4f; http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.ck585; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Kleinschroth F; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Dana Royer; Steven Travers; Balzotti CS; Bezeng BS; Zanne AE; Engemann, K",fritz.kln@gmail.com; sid@kew.org ; droyer@wesleyan.edu; steven.travers@ndsu.edu; cbalzotti@carnegiescience.edu; bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,0.669862687,36.39636391,9724.5,,6,,,,21.8,abiotic,evergreen,Liana,Dioecious,biotic,,,,
Menyanthes,Menyanthaceae,Menyanthes,Menyanthes,http://www.leda-traitbase.org/LEDAportal/; http://www.kew.org/data/sid ; http://www.leda-traitbase.org/LEDAportal/; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Michael Kleyer; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; D.K. Kunzmann; Steven Travers; Engemann, K",michael.kleyer@uni-oldenburg.de; sid@kew.org ; dkunzmann@gmx.de; steven.travers@ndsu.edu; engemann@bios.au.dk,0.18375,2.509666667,4425.166667,,,5,0.211238182,,,,,Herb,,,4.77E-05,,,
Mercurialis,Euphorbiaceae,Mercurialis,Mercurialis,http://www.kew.org/data/sid ; http://www.leda-traitbase.org/LEDAportal/; http://www.ufz.de/biolflor/index.jsp; http://www.leda-traitbase.org/LEDAportal/; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"J. P. Grime, J. G. Hodgson and R. Hunt; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; D.K. Kunzmann; Ingolf Kuhn; Michael Kleyer; Engemann, K",j.p.grime@sheffield.ac.uk; sid@kew.org ; dkunzmann@gmx.de; ingolf.kuehn@ufz.de; michael.kleyer@uni-oldenburg.de; engemann@bios.au.dk,0.25875,3.678333333,1325.1775,,4.666666667,,0.028672602,,,,,Herb,,,2.16E-05,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Mimusops,Sapotaceae,Mimusops,Mimusops,http://datadryad.org/resource/doi:10.5061/dryad.7s7r1; http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Osuri AM; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; K.S. Murali; Bezeng BS; Zanne AE; Engemann, K",moanand@gmail.com; sid@kew.org ; bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,7.78125,884.7071429,,,8.2,,,,,biotic,evergreen,Tree,Hermaphrodite,biotic,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Mineral,Mineral,Mineral,Mineral,,,,,,,,,,,,,,,,,,,,,
Mitracarpus,Rubiaceae,Mitracarpus,Mitracarpus,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K",engemann@bios.au.dk,,,,,,,,,,,,Herb,,,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Mitragyna/Hallea,Rubiaceae,Hallea,Mitragyna; Hallea,http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Zanne AE; Engemann, K",aezanne@gmail.com; engemann@bios.au.dk,,,,,,,,,,,deciduous,Tree,,,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Mitriostigma,Rubiaceae,Mitriostigma,Mitriostigma,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6,Bezeng BS,bezengsimmy@gmail.com,,,,,8,,,,,biotic,,,Hermaphrodite,biotic,,,,
Moltkia,Boraginaceae,Moltkia,Moltkia,,,,,,,,,,,,,,,,,,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Moltkiopsis,Boraginaceae,Moltkiopsis,Moltkiopsis,,,,,,,,,,,,,,,,,,,,,
Monolete,Monolete,Monolete,Monolete,,,,,,,,,,,,,,,,,,,,,
Monoletes,Monoletes,Monoletes,Monoletes,,,,,,,,,,,,,,,,,,,,,
Monotes,Dipterocarpaceae,Monotes,Monotes,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Bezeng BS; Engemann, K",bezengsimmy@gmail.com; engemann@bios.au.dk,,,,,11,,,,,biotic,,Tree,Hermaphrodite,biotic,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Monsonia,Geraniaceae,Monsonia,Monsonia,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K",engemann@bios.au.dk,,,,,,,,,,,,Herb,,,,,,
Moraceae undif.,Moraceae,Moraceae,Moraceae,http://datadryad.org/resource/doi:10.5061/dryad.dr275.2; http://datadryad.org/resource/doi:10.5061/dryad.r3n45; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Greg Reams; K.S. Murali; de la Riva EG; Angela Moles; Dana Royer; Price CA; Bezeng BS; Zanne AE; Engemann, K",enga70@gmail.com; a.moles@unsw.edu.au; droyer@wesleyan.edu; charles.price@uwa.edu.au; bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,10.94977219,416.3059313,12273.18219,356.8,6.636363636,,0.3975,8.38,21.62174491,abiotic,evergreen,Tree,Hermaphrodite,biotic,3.24E-05,,,
Morelia,Rubiaceae,Morelia,Morelia,,,,,,,,,,,,,,,,,,,,,
Morella,Morellaceae,Myrica,Morella,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Greg Reams; Dana Royer; Bezeng BS; Zanne AE; Engemann, K",droyer@wesleyan.edu; bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,3.7338,,640,,6.333333333,,0.06,,17.44,abiotic,evergreen,Shrub,Dioecious,abiotic,9.38E-05,,,
Moringaceae,Moringaceae,Moringaceae,Moringaceae,http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Greg Reams; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Bezeng BS; Engemann, K",sid@kew.org ; bezengsimmy@gmail.com; engemann@bios.au.dk,14.6304,230.1175,,,1,,,,,biotic,,Shrub_Tree,Hermaphrodite,biotic,,,,
Morus,Moraceae,Morus,Morus,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Greg Reams; K.S. Murali; Dana Royer; Angela Moles; Bezeng BS; Zanne AE; Engemann, K",droyer@wesleyan.edu; a.moles@unsw.edu.au; bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,11.36206444,887.3885971,10508.88889,125,4.666666667,,0.344444444,,22.01396227,biotic,deciduous,Tree,Hermaphrodite,biotic,3.28E-05,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
