References pollen records,References pollen taxonomy,Reference phytogeographical affinity,References habit,References plant functional types
"Hooghiemstra, H.; Bechler, A.; Beug, H.J. 1987 Isopollen maps for 18,000 years B.P. of the atlantic offshore of Northwest Africa: evidence for paleowind circulation. Paleoceanography and Paleoclimatology",,"Townsend, C. C. (1989). Flora of Tropical East Africa-Unibelliferae (Vol. 187). CRC Press.","Sun, M., & Lin, Q. (2010). A revision of Elaeagnus L.(Elaeagnaceae) in mainland China. Journal of Systematics and Evolution, 48(5), 356-390.",
"Hooghiemstra, H.; Stalling, H.; Agwu, C.O.C.; Dupont, L.M. 1992 Vegetational and climatic changes at the northern fringe of the Sahara 250,000-5000 years BP: evidence from 4 marine pollen records located between Portugal and the Canary Islands. Review of Palaeobotany and Palynology",,"Townsend, C. C., Melzheimer, V., Kandemir, A., Ghazanfar, S. A., Haloob, A., Edmondson, J. R., Akeroyd, J. R., Sukhorukov, A. P., Aellen, P., & Alizzi, H. A. (2016). Flora of Iraq. Volume 5, Part 1. Elatinaceae to Sphenocleaceae. Published on behalf of the Ministry of Agriculture, Republic of Iraq by Royal Botanic Gardens, Kew. Richmond, Surrey, United Kingdom: Royal Botanic Gardens, Kew. ISBN: 978-1-84246-594-3.","Sun, Q., Wang, N., Xu, W., & Zhou, H. (2021). Genus Ribes Linn.(Grossulariaceae): A comprehensive review of traditional uses, phytochemistry, pharmacology and clinical applications. Journal of Ethnopharmacology, 276, 114166.",
"Hooghiemstra, Henry; Stalling, H; Agwu, Chiori O C; Dupont, Lydie M 1992 Vegetational and climatic changes at the northern fringe of the sahara 250,000–5000 years BP: evidence from 4 marine pollen records located between Portugal and the Canary Islands. Review of Palaeobotany and Palynology",,"Tremetsberger, K., Gemeinholzer, B., Zetzsche, H., Blackmore, S., Kilian, N., & Talavera, S. (2013). Divergence time estimation in Cichorieae (Asteraceae) using a fossil-calibrated relaxed molecular clock. Organisms Diversity & Evolution, 13, 1-13.","Tang, Z.X. et al. (2011). Secale. In: Kole, C. (eds) Wild Crop Relatives: Genomic and Breeding Resources. Springer, Berlin, Heidelberg.",
"Hooghiemstra; Agwu 1988 Changes in the vegetation and trade winds in equatorial northwest Africa 140,000-70,000 yr B.P. as deduced from two marine pollen records. Palaeogeography, Palaeoclimatology, Palaeoecology",,"Tsymbalyuk, Z. M., Çelenk, S., Bell, C. D., Nitsenko, L. M., & Mosyakin, S. L. (2022). Comparative palynomorphological study of the genus Symphoricarpos (Caprifoliaceae): exine sculpture and implications for evolution. Palynology, 46(4), 1-14.","Tawfeek, N., Mahmoud, M. F., Hamdan, D. I., Sobeh, M., Farrag, N., Wink, M., & El-Shazly, A. M. (2021). Phytochemistry, pharmacology and medicinal uses of plants of the genus Salix: An updated review. Frontiers in pharmacology, 12, 593856.",
"Hoorn C. ; Cremaschi M. 2004 Late Holocene palaeoenvironmental history of Khawr Rawri and Khawr Al Balid (Dhofar, Sultanate of Oman). Palaeogeography, Palaeoclimatology, Palaeoecology. Vol. 213: 1-36. https://doi.org/10.1016/j.palaeo.2004.03.014",,"Turki, Z. A. (2007). The genus Ammannia L.(Lythraceae) in Egypt. Flora Mediterranea, 17, 97-114.","Taylor, P. (1958). The Genus Caylusea St. Hil. in Tropical Africa. Kew Bulletin, 13(2), 283-286.",
"Horisk; Ivory; McCorriston; McHale; Al-Mehri;  Anderson;  Anderson; Al Kathiri 2023 Vegetation dynamics in Dhofar, Oman, from the Late Holocene to present inferred from rock hyrax middens. Quaternary Research. https://doi.org/10.1017%2Fqua.2023.42",,"Tütüncü, M. (2020). In vitro culture of primula: a review. International Journal of Agricultural and Natural Sciences, 13(2), 118-125.","Taylor, P. (1974). Lentibulariaceae. Flora Malesiana-Series 1, Spermatophyta, 8(1), 275-300.",
"Huntley, B., J.R.M. Allen, and W.A. Watts. 1996. Weichselian late-glacial palaeoecology and palaeoenvironment at Lago Grande di Monticchio (Basilicata, S Italy). Il Quaternario Italian Journal of Quaternary Sciences 9(2):605-616.",,"Utteridge, T. M. A., & Jennings, L. V. S. (2022). Trees of New Guinea. Kew Publishing, Royal Botanic Gardens, Kew.","Teichman, I. V., & Van Wyk, A. E. (1996). Taxonomic significance of pericarp and seed structure in Heeria argentea (Thunb.) Meisn. (Anacardiaceae), including reference to pachychalazy and recalcitrance. Botanical Journal of the Linnean Society, 122(4), 335-352.",
"Huntley, B., W.A. Watts, J.R.M. Allen, and B. Zolitschka. 1999. Palaeoclimate, chronology and vegetation history of the Weichselian Lateglacial: comparative analysis of data from three cores at Lago Grande di Monticchio, southern Italy. Quaternary Science Reviews 18(7):945-960. [DOI: 10.1016/S0277-3791(99)00007-4]",,"Utteridge, T., & Bramley, G. (2020). The Kew Tropical Plant Families Identification Handbook (2nd ed.). Kew Publishing, Royal Botanic Gardens, Kew.","Thambugala, K. M., Daranagama, D. A., Phillips, A. J., Bulgakov, T. S., Bhat, D. J., Camporesi, E., ... & Hyde, K. D. (2017). Microfungi on Tamarix. Fungal Diversity, 82, 239-306.",
"Huysecom, E; Boëda, E.; Deforce, K.; Doutrelepont, H.; Downing, A.; Fedoroff, N.; Konaté D.; Mayor, A.; Ozainne, S.; Raeli, F.; Robert, A. ; Roche, E. ; Soriano, S.; Sow, O.; Stokes, S. 2000 Huysecom, E; Boëda, E.; Deforce, K.; Doutrelepont, H.; Downing, A.; Fedoroff, N.; Konaté D.; Mayor, A.; Ozainne, S.; Raeli, F.; Robert, A. ; Roche, E. ; Soriano, S.; Sow, O.; Stokes, S. Unpublished Report, 55p.",,"Valcárcel, V., Guzmán, B., Medina, N. G., Vargas, P., & Wen, J. (2017). Phylogenetic and paleobotanical evidence for late Miocene diversification of the Tertiary subtropical lineage of ivies (Hedera L., Araliaceae). BMC Evolutionary Biology, 17, 1-14.","Thatoi, H., Samantaray, D., & Das, S. K. (2016). The genus Avicennia, a pioneer group of dominant mangrove plant species with potential medicinal values: a review. Frontiers in Life Science, 9(4), 267-291.",
"Ivory, S., K. Cole, R.S. Anderson, and M. McCorriston. 2021. Human landscape modification and expansion of tropical woodland in southern Arabia during the mid-Holocene from rock hyrax middens. Journal of Biogeography 48(10):2588-2603. [DOI: 10.1111/jbi.14226]",,"Van der Plas, F. (1972). Lemnaceae. Flora Malesiana-Series 1, Spermatophyta, 7(1), 219-237.","Thiv, M. (2016). Vahliaceae. In: Kadereit, J., Bittrich, V. (eds) Flowering Plants. Eudicots. The Families and Genera of Vascular Plants, vol 14. Springer, Cham. https://doi.org/10.1007/978-3-319-28534-4_34",
"Jahns 1995 A Holocene pollen diagram from El Atrun, northern Sudan. Vegetation History and Archaeobotany. Vol.4: 23-30",,"Vendramin, G. G., Anzidei, M., Madaghiele, A., & Bucci, G. (1998). Distribution of genetic diversity in Pinus pinaster Ait. as revealed by chloroplast microsatellites. Theoretical and Applied Genetics, 97, 456-463.","Thulin, M., et al. (2008). Flora of Somalia, Vol. 1-4. https://plants.jstor.org/collection/FLOS",
"Jahns, S. 1993. On the Holocene vegetation history of the Argive Plain (Peloponese, southern Greece). Vegetation History and Archaeobotany 2:187-203.",,"Vicent, M., Gabriel y Galán, J. M., & Ainoüche, A. (2014). Insight into fern evolution: a mechanistic approach to main concepts and study techniques. Bot. Complut., 38, 7-24.","Timberlake, J. R., & Martins, E. S. (Eds.). (2009). Flora Zambesiaca (Vol. 12, Part 2). Royal Botanic Gardens, Kew.",
"Jahns, S. 2003. A late Holocene pollen diagram from the Megaris, Greece, giving possible evidence for cultivation of Ceratonia siliqua L. during the last 2000 years. Vegetation History and Archaeobotany 12:127-130. [DOI: 10.1007/s00334-003-0013-8]

",,"Vollesen, K. (2008). Acanthaceae (Part 1). In H. J. Beentje & S. A. Ghazanfar (Eds.), Flora of Tropical East Africa (pp. 1-286). Published on behalf of the East African Governments by Royal Botanic Gardens, Kew. Kew, UK. ISBN: 978-1-84246-217-1.","Timberlake, J. R., & Martins, E. S. (Eds.). (2013). Flora Zambesiaca (Vol. 8, Part 5). University of Chicago Press. ISBN: 978-1842464120",
"Jahns, S. 2005. The Holocene history of vegetation and settlement at the coastal site of Lake Voulkaria in Acarnania, western Greece. Vegetation History and Archaeobotany 14:55-66.",,"Walker, C. C. (2023). Laportea Urticaceae. In Dicotyledons: Rosids (pp. 1075-1076). Cham: Springer International Publishing.","Townsend, C. C. (1990). Three New Species of Psilotrichum from Somalia: Notes on Amaranthaceae: XX. Kew bulletin, 661-665.",
"Jahns, S. 2009. The Holocene history of vegetation and environment of Northern Acarnania, Western Greece. Pages 5-26 in T. Mattern and A. Vött, editors. Mensch und Umwelt im Spiegel der Zeit. Aspekte geoarchäologischer Forschungen im östlichen Mittelmeergebiet. Philippika - Altertumswissenschaftliche Abhandlungen / Contributions to the Study of Ancient World Cultures 1. Harrassowitz Verlag, Wiesbaden, Germany.

",,"Warf, B. (2014). High points: an historical geography of cannabis. Geographical Review, 104(4), 414-438.","Tsymbalyuk, Z. M., Çelenk, S., Bell, C. D., Nitsenko, L. M., & Mosyakin, S. L. (2022). Comparative palynomorphological study of the genus Symphoricarpos (Caprifoliaceae): exine sculpture and implications for evolution. Palynology, 46(4), 1-14.",
"Jahns, S. 2013. Palynologische Untersuchungen an Sedimenten des Ozeros-Sees. Pages 81-86 in F. Lang, P. Funke, L. Kolonas, E.L. Schwandner, and D. Maschek, editors. Interdisziplinäre Forschungen in Akarnanien. Akarnanien Forschungen 1. Habelt-Verlag, Bonn, Germany.",,"Waswa, E. N., Li, J., Mkala, E. M., Wanga, V. O., Mutinda, E. S., Nanjala, C., ... & Wang, Q. F. (2022). Ethnobotany, phytochemistry, pharmacology, and toxicology of the genus Sambucus L.(Viburnaceae). Journal of Ethnopharmacology, 292, 115102.","Turner, I. M. (2018). A revised conspectus of Uncaria (Rubiaceae). Webbia, 73(1), 9-21.",
"Jahns, S. Unpublished",,"Watrin J., Lézine A.M, Hély C. (2009). Plant migration and plant communities at the time of the “green Sahara”. Comptes Rendus. Géoscience, Histoire climatique des déserts d'Afrique et d'Arabie, Volume 341. no. 8-9, pp. 656-670. doi:10.1016/j.crte.2009.06.007.  ","Usman, M., Kazmi, I., Khaliq, T., Ahmad, A., Saleem, M. F., & Shabbir, A. (2012). Variability in water use, crop water productivity and profitability of rice and wheat in Rechna Doab, Punjab, Pakistan. Journal of Animal and Plant Sciences, 22(4), 998-1003.",
"Jahns, S., and C. Herking. 2013. Zur Vegetationsentwicklung im mittleren und späten Holozän in Aetolien, westliches Griechenland. Offa 69/70:495-503.",,"Webster, J., & Weber, R. (2007). Introduction to fungi. Cambridge university press.","Utteridge, T. M. A., & Jennings, L. V. S. (2022). Trees of New Guinea. Kew Publishing, Royal Botanic Gardens, Kew.",
"Jäkel, D.; Schulz, E. 1972 Spezielle Untersuchungen an der Mittelterrasse im Enneri Tabi, Tibesti -Gebirge. Zeitschrift für Geomorphologie. Vol. 15: 129-143",,"Welsh, S. L., Atwood, N. D., Goodrich, S., & Higgins, L. C. (1987). Division Equisetophyta. Great Basin Naturalist Memoirs, 9(1), 7.","Utteridge, T., & Bramley, G. (2020). The Kew Tropical Plant Families Identification Handbook (2nd ed.). Kew Publishing, Royal Botanic Gardens, Kew.",
"Janssen, C.R., and R.E. Woldringh. 1981. A preliminary radiocarbon dated pollen sequence from the Serra da Estrela, Portugal. Finisterra XVI:299-309.",,"Wendel, J. F., Brubaker, C. L., & Seelanan, T. (2010). The origin and evolution of Gossypium. In Physiology of cotton (pp. 1-18). Dordrecht: Springer Netherlands.","Valcárcel, V., Guzmán, B., Medina, N. G., Vargas, P., & Wen, J. (2017). Phylogenetic and paleobotanical evidence for late Miocene diversification of the Tertiary subtropical lineage of ivies (Hedera L., Araliaceae). BMC Evolutionary Biology, 17, 1-14.",
"Joannin, S., E. Brugiapaglia, J.L. de Beaulieu, L. Bernardo, M. Magny, O. Peyron, S. Goring, and B. Vannière. 2012. Pollen-based reconstruction of Holocene vegetation and climate in southern Italy: the case of Lago Trifoglietti. Climate of the Past 8:1973-1996.",,"Wheeler, J. A. (1998). Molecular phylogenetic analyses of Riccia and Marchantiales. Oregon State University.","Van der Plas, F. (1972). Lemnaceae. Flora Malesiana-Series 1, Spermatophyta, 7(1), 219-237.",
"Jouffroy-Bapicot, I., B. Vannière, V. Iglesias, M. Debret, and J.F. Delerras. 2016. 2000 Years of Grazing History and the Making of the Cretan Mountain Landscape, Greece. PLOS ONE 11(6):1-24. [DOI: 10.1371/journal.pone.0156875]",,"White, F. (1983). The Vegetation of Africa: A Descriptive Memoir to Accompany the UNESCO/AETFAT/UNSO Vegetation Map of Africa (3 Plates, Northwestern Africa, Northeastern Africa, and Southern Africa, 1:5,000,000). UNESCO.",Verdcourt (1989) Flora Zambesiaca 5:1.,
"Jouffroy-Bapicot, I., T. Pedrotta, M. Debret, S. Field, R. Sulpizio, G. Zanchetta, P. Sabatier, C.N. Roberts, W. Tinner, K. Walsh, and B. Vannière. 2021. Olive groves around the lake. A ten-thousand-year history of a Cretan landscape (Greece) reveals the dominant role of humans in making this Mediterranean ecosystem. Quaternary Sciences Reviews 267:107072.",,"Whittington, G., & Edwards, K. J. (2000). Illecebrum verticillatum L. in the outer Hebrides. Botanical Journal of Scotland, 52(1), 101-104.","Verdcourt, B. (1989). Flora of Tropical East Africa-Nymphaeceae (1989) (Vol. 128). CRC Press.",
"Kadosh, D., D. Sivan, H. Kutiel, and M. Weinstein-Evron. 2004. A late quaternary palaeoenvironmental sequence from Dor, Carmel coastal plain, Israel. Palynology 28(1):143-157.",,"Winkworth, R. C., & Donoghue, M. J. (2005). Viburnum phylogeny based on combined molecular data: implications for taxonomy and biogeography. American Journal of Botany, 92(4), 653-666.","Verdcourt, B. (1997). Flora of Tropical East Africa-Myristicaceae (1997). CRC Press.",
"Kaniewski, D., E. Paulissen, E. van Campo, M. Al-Maqdissi, J. Bretschneider, and K. van Lerberghe. 2008. Middle East coastal ecosystem response to middle-to-late Holocene abrupt climate changes. PNAS 105(37):13941-13946.",,"Xu, Z., Chang, L., Xu, Z., & Chang, L. (2017). Hydrocharitaceae. Identification and Control of Common Weeds: Volume 3, 753-763.","Verdcourt, B., & Mwachala, G. M. (2009). Malvaceae. In H. J. Beentje & S. A. Ghazanfar (Eds.), Flora of Tropical East Africa (pp. 1-170). Published on behalf of the East African Governments by Royal Botanic Gardens, Kew. Kew, UK. ISBN: 978-1-84246-189-1.",
"Kaniewski, D., E. Paulissen, V. De Laet, and M. Waelkens. 2008. Late Holocene fire impact and post-fire regeneration from the Bereket basin, Tauri=us Mountains, southern Turkey. Quaternary Research 70:228-239.",,"Xu, Z., Deng, M., Xu, Z., & Deng, M. (2017). Geraniaceae. Identification and Control of Common Weeds: Volume 2, 629-637.","Vicent, M., Gabriel y Galán, J. M., & Ainoüche, A. (2014). Insight into fern evolution: a mechanistic approach to main concepts and study techniques. Bot. Complut., 38, 7-24.",
"Kaniewski, D., E. Paulissen, V. De Laet, K. Dossche, and M. Waelkens. 2007. A high-resolution Late Holocene landscape ecological history inferred from an intramontane basin in the Western Taurus Mountains, Turkey. Quaternary Science Reviews 26:2201-2218.",,"Yang, Y. Y., Meng, Y., Wen, J., Sun, H., & Nie, Z. L. (2016). Phylogenetic analyses of Searsia (Anacardiaceae) from eastern Asia and its biogeographic disjunction with its African relatives. South African Journal of Botany, 106, 129-136.","Vorontsova, M. S., & Hoffmann, P. (2008). A phylogenetic classification of tribe Poranthereae (Phyllanthaceae, Euphorbiaceae sensu lato). Kew Bulletin, 63, 41-59.",
"Kaniewski, D., E. van Campo, and H. Weiss. 2012. Drought is a recurring challenge in the Middle East. PNAS 109(10):3962-3867.",,"Youngblood, A. (2005). Frangula P. Mill. Woody plant seed manual. United States Department of Agriculture, 28.","Vorontsova, M. S., & Knapp, S. (2012). Solanum sections Oliganthes, Melongena and Monodolichopus. Edmonds JM, Solanaceae, In: Beentje H, editor. Flora of Tropical East Africa. Richmond: RBG Kew, 164-186.",
